IDx,Title,Link
35972,Fairy Tail: Final Series,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,https://myanimelist.net/anime/33051/Mobile_Suit_Gundam__Iron-Blooded_Orphans_2nd_Season
23327,Space☆Dandy 2nd Season,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
1519,Black Lagoon: The Second Barrage,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage
265,Hajime no Ippo: Mashiba vs. Kimura,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
25681,Kamisama Hajimemashita◎,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari
962,Aria The Natural,https://myanimelist.net/anime/962/Aria_The_Natural
28223,Death Parade,https://myanimelist.net/anime/28223/Death_Parade
235,Detective Conan,https://myanimelist.net/anime/235/Detective_Conan
6467,Detective Conan Movie 14: The Lost Ship in the Sky,https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
31658,Kuroko no Basket Movie 4: Last Game,https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game
31051,Kuroko no Basket: Saikou no Present Desu,https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_Desu
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
23755,Nanatsu no Taizai,https://myanimelist.net/anime/23755/Nanatsu_no_Taizai
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2
37171,Asobi Asobase,https://myanimelist.net/anime/37171/Asobi_Asobase
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken__Stardust_Crusaders
16782,Kotonoha no Niwa,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa
1453,Maison Ikkoku,https://myanimelist.net/anime/1453/Maison_Ikkoku
21557,Omoide no Marnie,https://myanimelist.net/anime/21557/Omoide_no_Marnie
1364,Detective Conan Movie 05: Countdown to Heaven,https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven
18,Initial D Fourth Stage,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage
35062,Mahoutsukai no Yome,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito
4477,Nodame Cantabile: Paris-hen,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
4722,Skip Beat!,https://myanimelist.net/anime/4722/Skip_Beat
3901,Baccano! Specials,https://myanimelist.net/anime/3901/Baccano_Specials
3701,Kaiba,https://myanimelist.net/anime/3701/Kaiba
16067,Nagi no Asu kara,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara
23623,Non Non Biyori Repeat,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen
24277,Yowamushi Pedal: Grande Road,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road
24833,Ansatsu Kyoushitsu,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu
232,Cardcaptor Sakura,https://myanimelist.net/anime/232/Cardcaptor_Sakura
3702,Detroit Metal City,https://myanimelist.net/anime/3702/Detroit_Metal_City
27821,Fate/stay night: Unlimited Blade Works - Prologue,https://myanimelist.net/anime/27821/Fate_stay_night__Unlimited_Blade_Works_-_Prologue
37675,Overlord III,https://myanimelist.net/anime/37675/Overlord_III
721,Princess Tutu,https://myanimelist.net/anime/721/Princess_Tutu
11123,Sekaiichi Hatsukoi 2,https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2
1559,Shijou Saikyou no Deshi Kenichi,https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi
440,Shoujo Kakumei Utena,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena
2167,Clannad,https://myanimelist.net/anime/2167/Clannad
2025,Darker than Black: Kuro no Keiyakusha,https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha
1367,Detective Conan Movie 08: Magician of the Silver Sky,https://myanimelist.net/anime/1367/Detective_Conan_Movie_08__Magician_of_the_Silver_Sky
239,Gankutsuou,https://myanimelist.net/anime/239/Gankutsuou
16706,Kami nomi zo Shiru Sekai: Megami-hen,https://myanimelist.net/anime/16706/Kami_nomi_zo_Shiru_Sekai__Megami-hen
8129,Kuragehime,https://myanimelist.net/anime/8129/Kuragehime
14513,Magi: The Labyrinth of Magic,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic
2581,Mobile Suit Gundam 00,https://myanimelist.net/anime/2581/Mobile_Suit_Gundam_00
11597,Nisemonogatari,https://myanimelist.net/anime/11597/Nisemonogatari
1827,Seirei no Moribito,https://myanimelist.net/anime/1827/Seirei_no_Moribito
5681,Summer Wars,https://myanimelist.net/anime/5681/Summer_Wars
4938,Tsubasa: Shunraiki,https://myanimelist.net/anime/4938/Tsubasa__Shunraiki
34076,Uchouten Kazoku 2,https://myanimelist.net/anime/34076/Uchouten_Kazoku_2
1506,Detective Conan Movie 10: Requiem of the Detectives,https://myanimelist.net/anime/1506/Detective_Conan_Movie_10__Requiem_of_the_Detectives
21419,Detective Conan Movie 18: The Sniper from Another Dimension,https://myanimelist.net/anime/21419/Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension
18689,Diamond no Ace,https://myanimelist.net/anime/18689/Diamond_no_Ace
12069,Hajime no Ippo: Boxer no Kobushi,https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi
7054,Kaichou wa Maid-sama!,https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru
16662,Kaze Tachinu,https://myanimelist.net/anime/16662/Kaze_Tachinu
1735,Naruto: Shippuuden,https://myanimelist.net/anime/1735/Naruto__Shippuuden
28025,Tsukimonogatari,https://myanimelist.net/anime/28025/Tsukimonogatari
23283,Zankyou no Terror,https://myanimelist.net/anime/23283/Zankyou_no_Terror
27833,Durarara!!x2 Ketsu,https://myanimelist.net/anime/27833/Durararax2_Ketsu
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,https://myanimelist.net/anime/1566/Ghost_in_the_Shell__Stand_Alone_Complex_-_Solid_State_Society
3371,Ginga Eiyuu Densetsu Gaiden,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
8425,Gosick,https://myanimelist.net/anime/8425/Gosick
18679,Kill la Kill,https://myanimelist.net/anime/18679/Kill_la_Kill
12031,Kingdom,https://myanimelist.net/anime/12031/Kingdom
30831,Kono Subarashii Sekai ni Shukufuku wo!,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
1430,Lupin III: Cagliostro no Shiro,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro
35857,Lupin III: Part 5,https://myanimelist.net/anime/35857/Lupin_III__Part_5
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,https://myanimelist.net/anime/1257/Saint_Seiya__Meiou_Hades_Juuni_Kyuu-hen
35838,Shoujo Shuumatsu Ryokou,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA
25013,Akatsuki no Yona,https://myanimelist.net/anime/25013/Akatsuki_no_Yona
1974,Glass no Kamen (2005),https://myanimelist.net/anime/1974/Glass_no_Kamen_2005
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
33206,Kobayashi-san Chi no Maid Dragon,https://myanimelist.net/anime/33206/Kobayashi-san_Chi_no_Maid_Dragon
3927,Mobile Suit Gundam 00 Second Season,https://myanimelist.net/anime/3927/Mobile_Suit_Gundam_00_Second_Season
47,Akira,https://myanimelist.net/anime/47/Akira
3167,Eve no Jikan,https://myanimelist.net/anime/3167/Eve_no_Jikan
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,https://myanimelist.net/anime/2449/Ghost_in_the_Shell__Stand_Alone_Complex_-_The_Laughing_Man
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,https://myanimelist.net/anime/3016/Ginga_Eiyuu_Densetsu__Arata_Naru_Tatakai_no_Overture
135,Hikaru no Go,https://myanimelist.net/anime/135/Hikaru_no_Go
186,Initial D Second Stage,https://myanimelist.net/anime/186/Initial_D_Second_Stage
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,https://myanimelist.net/anime/34626/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2__Kono_Subarashii_Geijutsu_ni_Shukufuku_wo
2034,Lovely★Complex,https://myanimelist.net/anime/2034/Lovely★Complex
1914,Saiunkoku Monogatari 2nd Season,https://myanimelist.net/anime/1914/Saiunkoku_Monogatari_2nd_Season
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita
5365,Tsumiki no Ie,https://myanimelist.net/anime/5365/Tsumiki_no_Ie
1382,Yuusha-Ou GaoGaiGar Final,https://myanimelist.net/anime/1382/Yuusha-Ou_GaoGaiGar_Final
30370,Akatsuki no Yona OVA,https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA
27663,Baby Steps 2nd Season,https://myanimelist.net/anime/27663/Baby_Steps_2nd_Season
2759,Evangelion: 1.0 You Are (Not) Alone,https://myanimelist.net/anime/2759/Evangelion__10_You_Are_Not_Alone
7465,Eve no Jikan (Movie),https://myanimelist.net/anime/7465/Eve_no_Jikan_Movie
16918,Gin no Saji,https://myanimelist.net/anime/16918/Gin_no_Saji
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
12189,Hyouka,https://myanimelist.net/anime/12189/Hyouka
15059,Initial D Fifth Stage,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage
1486,Kodomo no Omocha (TV),https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV
28725,Kokoro ga Sakebitagatterunda.,https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda
31174,Osomatsu-san,https://myanimelist.net/anime/31174/Osomatsu-san
12477,Sakasama no Patema,https://myanimelist.net/anime/12477/Sakasama_no_Patema
32995,Yuri!!! on Ice,https://myanimelist.net/anime/32995/Yuri_on_Ice
1482,D.Gray-man,https://myanimelist.net/anime/1482/DGray-man
2164,Dennou Coil,https://myanimelist.net/anime/2164/Dennou_Coil
1363,Detective Conan Movie 04: Captured in Her Eyes,https://myanimelist.net/anime/1363/Detective_Conan_Movie_04__Captured_in_Her_Eyes
223,Dragon Ball,https://myanimelist.net/anime/223/Dragon_Ball
72,Full Metal Panic? Fumoffu,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu
10643,Gintama: Dai Hanseikai,https://myanimelist.net/anime/10643/Gintama__Dai_Hanseikai
7791,K-On!!,https://myanimelist.net/anime/7791/K-On
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,https://myanimelist.net/anime/3783/Kara_no_Kyoukai_3__Tsuukaku_Zanryuu
237,Koukyoushihen Eureka Seven,https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven
20507,Noragami,https://myanimelist.net/anime/20507/Noragami
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,https://myanimelist.net/anime/6171/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,https://myanimelist.net/anime/20371/Sekaiichi_Hatsukoi_Movie__Yokozawa_Takafumi_no_Baai
6211,Tokyo Magnitude 8.0,https://myanimelist.net/anime/6211/Tokyo_Magnitude_80
4918,xxxHOLiC Shunmuki,https://myanimelist.net/anime/4918/xxxHOLiC_Shunmuki
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,https://myanimelist.net/anime/34376/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_3_-_Yakusoku
34438,Code Geass: Hangyaku no Lelouch I - Koudou,https://myanimelist.net/anime/34438/Code_Geass__Hangyaku_no_Lelouch_I_-_Koudou
34440,Code Geass: Hangyaku no Lelouch III - Oudou,https://myanimelist.net/anime/34440/Code_Geass__Hangyaku_no_Lelouch_III_-_Oudou
781,Detective Conan Movie 03: The Last Wizard of the Century,https://myanimelist.net/anime/781/Detective_Conan_Movie_03__The_Last_Wizard_of_the_Century
23289,Gekkan Shoujo Nozaki-kun,https://myanimelist.net/anime/23289/Gekkan_Shoujo_Nozaki-kun
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue
35110,Haikyuu!! Movie 3: Sainou to Sense,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
14713,Kamisama Hajimemashita,https://myanimelist.net/anime/14713/Kamisama_Hajimemashita
302,Mirai Shounen Conan,https://myanimelist.net/anime/302/Mirai_Shounen_Conan
30015,ReLIFE,https://myanimelist.net/anime/30015/ReLIFE
25879,Working!!!,https://myanimelist.net/anime/25879/Working
32615,Youjo Senki,https://myanimelist.net/anime/32615/Youjo_Senki
31173,Akagami no Shirayuki-hime 2nd Season,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season
889,Black Lagoon,https://myanimelist.net/anime/889/Black_Lagoon
4901,Black Lagoon: Roberta's Blood Trail,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail
9963,Detective Conan Movie 15: Quarter of Silence,https://myanimelist.net/anime/9963/Detective_Conan_Movie_15__Quarter_of_Silence
589,Ginga Nagareboshi Gin,https://myanimelist.net/anime/589/Ginga_Nagareboshi_Gin
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,https://myanimelist.net/anime/2951/Gintama__Nanigoto_mo_Saiyo_ga_Kanjin_nano_de_Tasho_Senobisuru_Kurai_ga_Choudoyoi
16,Hachimitsu to Clover,https://myanimelist.net/anime/16/Hachimitsu_to_Clover
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,https://myanimelist.net/anime/17739/Hidamari_Sketch__Sae_Hiro_Sotsugyou-hen
4814,Junjou Romantica 2,https://myanimelist.net/anime/4814/Junjou_Romantica_2
153,Juuni Kokuki,https://myanimelist.net/anime/153/Juuni_Kokuki
6045,Kimi ni Todoke,https://myanimelist.net/anime/6045/Kimi_ni_Todoke
31490,One Piece Film: Gold,https://myanimelist.net/anime/31490/One_Piece_Film__Gold
7720,Ookiku Furikabutte: Natsu no Taikai-hen,https://myanimelist.net/anime/7720/Ookiku_Furikabutte__Natsu_no_Taikai-hen
8063,Sekaiichi Hatsukoi OVA,https://myanimelist.net/anime/8063/Sekaiichi_Hatsukoi_OVA
21469,Stand By Me Doraemon,https://myanimelist.net/anime/21469/Stand_By_Me_Doraemon
36474,Sword Art Online: Alicization,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,https://myanimelist.net/anime/15039/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai_Movie
4789,ef: A Tale of Melodies.,https://myanimelist.net/anime/4789/ef__A_Tale_of_Melodies
2004,Hanada Shounen-shi,https://myanimelist.net/anime/2004/Hanada_Shounen-shi
21877,High Score Girl,https://myanimelist.net/anime/21877/High_Score_Girl
9656,Kimi ni Todoke 2nd Season,https://myanimelist.net/anime/9656/Kimi_ni_Todoke_2nd_Season
16001,Kokoro Connect: Michi Random,https://myanimelist.net/anime/16001/Kokoro_Connect__Michi_Random
31741,Magi: Sinbad no Bouken (TV),https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV
5029,Major Movie: Yuujou no Winning Shot,https://myanimelist.net/anime/5029/Major_Movie__Yuujou_no_Winning_Shot
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu
1943,Paprika,https://myanimelist.net/anime/1943/Paprika
535,Slayers Next,https://myanimelist.net/anime/535/Slayers_Next
16049,Toaru Kagaku no Railgun S,https://myanimelist.net/anime/16049/Toaru_Kagaku_no_Railgun_S
1065,Touch,https://myanimelist.net/anime/1065/Touch
1471,City Hunter 2,https://myanimelist.net/anime/1471/City_Hunter_2
23199,Durarara!!x2 Shou,https://myanimelist.net/anime/23199/Durararax2_Shou
26213,Free!: Eternal Summer - Kindan no All Hard!,https://myanimelist.net/anime/26213/Free__Eternal_Summer_-_Kindan_no_All_Hard
6421,Fullmetal Alchemist: Brotherhood Specials,https://myanimelist.net/anime/6421/Fullmetal_Alchemist__Brotherhood_Specials
33970,Girls & Panzer: Saishuushou Part 1,https://myanimelist.net/anime/33970/Girls___Panzer__Saishuushou_Part_1
2076,Kindaichi Shounen no Jikenbo,https://myanimelist.net/anime/2076/Kindaichi_Shounen_no_Jikenbo
851,Kyou kara Ore wa!!,https://myanimelist.net/anime/851/Kyou_kara_Ore_wa
33489,Little Witch Academia (TV),https://myanimelist.net/anime/33489/Little_Witch_Academia_TV
8740,One Piece Film: Strong World Episode 0,https://myanimelist.net/anime/8740/One_Piece_Film__Strong_World_Episode_0
846,School Rumble Ni Gakki,https://myanimelist.net/anime/846/School_Rumble_Ni_Gakki
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,https://myanimelist.net/anime/4053/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen_-_Final
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru
18179,Yowamushi Pedal,https://myanimelist.net/anime/18179/Yowamushi_Pedal
14075,Zetsuen no Tempest,https://myanimelist.net/anime/14075/Zetsuen_no_Tempest
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,https://myanimelist.net/anime/4772/Aria_The_Origination__Sono_Choppiri_Himitsu_no_Basho_ni
22043,Fairy Tail (2014),https://myanimelist.net/anime/22043/Fairy_Tail_2014
2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,https://myanimelist.net/anime/2448/Ghost_in_the_Shell__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven
1530,Kanon (2006),https://myanimelist.net/anime/1530/Kanon_2006
81,Mobile Suit Gundam: The 08th MS Team,https://myanimelist.net/anime/81/Mobile_Suit_Gundam__The_08th_MS_Team
10049,Nurarihyon no Mago: Sennen Makyou,https://myanimelist.net/anime/10049/Nurarihyon_no_Mago__Sennen_Makyou
31149,Persona 3 the Movie 4: Winter of Rebirth,https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth
5682,Phantom: Requiem for the Phantom,https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom
33926,Quanzhi Gaoshou,https://myanimelist.net/anime/33926/Quanzhi_Gaoshou
21647,Tamako Love Story,https://myanimelist.net/anime/21647/Tamako_Love_Story
1023,Wolf's Rain OVA,https://myanimelist.net/anime/1023/Wolfs_Rain_OVA
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,https://myanimelist.net/anime/35382/Yuri_on_Ice__Yuri_Plisetsky_GPF_in_Barcelona_EX_-_Welcome_to_The_Madness
2563,Aria The OVA: Arietta,https://myanimelist.net/anime/2563/Aria_The_OVA__Arietta
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",https://myanimelist.net/anime/4059/Clannad__Mou_Hitotsu_no_Sekai_Tomoyo-hen
27831,Durarara!!x2 Ten,https://myanimelist.net/anime/27831/Durararax2_Ten
3665,Ginga Eiyuu Densetsu Gaiden (1999),https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999
35111,Haikyuu!! Movie 4: Concept no Tatakai,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai
934,Higurashi no Naku Koro ni,https://myanimelist.net/anime/934/Higurashi_no_Naku_Koro_ni
14807,Kara no Kyoukai: Mirai Fukuin,https://myanimelist.net/anime/14807/Kara_no_Kyoukai__Mirai_Fukuin
17265,Log Horizon,https://myanimelist.net/anime/17265/Log_Horizon
24997,Love Live! The School Idol Movie,https://myanimelist.net/anime/24997/Love_Live_The_School_Idol_Movie
36563,Megalo Box,https://myanimelist.net/anime/36563/Megalo_Box
30885,Noragami Aragoto OVA,https://myanimelist.net/anime/30885/Noragami_Aragoto_OVA
9204,Omae Umasou da na,https://myanimelist.net/anime/9204/Omae_Umasou_da_na
29803,Overlord,https://myanimelist.net/anime/29803/Overlord
20815,Sekaiichi Hatsukoi: Valentine-hen,https://myanimelist.net/anime/20815/Sekaiichi_Hatsukoi__Valentine-hen
29893,Aria The Avvenire,https://myanimelist.net/anime/29893/Aria_The_Avvenire
2952,Final Fantasy VII: Advent Children Complete,https://myanimelist.net/anime/2952/Final_Fantasy_VII__Advent_Children_Complete
227,FLCL,https://myanimelist.net/anime/227/FLCL
4672,Ghost in the Shell 2.0,https://myanimelist.net/anime/4672/Ghost_in_the_Shell_20
21855,Hanamonogatari,https://myanimelist.net/anime/21855/Hanamonogatari
25649,Junjou Romantica 3,https://myanimelist.net/anime/25649/Junjou_Romantica_3
861,xxxHOLiC,https://myanimelist.net/anime/861/xxxHOLiC
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma
33899,IDOLiSH7,https://myanimelist.net/anime/33899/IDOLiSH7
18661,Kamisama Hajimemashita OVA,https://myanimelist.net/anime/18661/Kamisama_Hajimemashita_OVA
11739,Kimi to Boku. 2,https://myanimelist.net/anime/11739/Kimi_to_Boku_2
77,Mahou Shoujo Lyrical Nanoha A's,https://myanimelist.net/anime/77/Mahou_Shoujo_Lyrical_Nanoha_As
28297,Ore Monogatari!!,https://myanimelist.net/anime/28297/Ore_Monogatari
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen
35968,Wotaku ni Koi wa Muzukashii,https://myanimelist.net/anime/35968/Wotaku_ni_Koi_wa_Muzukashii
6702,Fairy Tail,https://myanimelist.net/anime/6702/Fairy_Tail
34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,https://myanimelist.net/anime/34100/Fate_kaleid_liner_Prisma☆Illya_Movie__Sekka_no_Chikai
122,Full Moon wo Sagashite,https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite
3907,Ginga Sengoku Gunyuuden Rai,https://myanimelist.net/anime/3907/Ginga_Sengoku_Gunyuuden_Rai
645,Hikaru no Go: Kita Hokutohai e no Michi,https://myanimelist.net/anime/645/Hikaru_no_Go__Kita_Hokutohai_e_no_Michi
9996,Hyouge Mono,https://myanimelist.net/anime/9996/Hyouge_Mono
10080,Kami nomi zo Shiru Sekai II,https://myanimelist.net/anime/10080/Kami_nomi_zo_Shiru_Sekai_II
7711,Karigurashi no Arrietty,https://myanimelist.net/anime/7711/Karigurashi_no_Arrietty
34451,Kekkai Sensen & Beyond,https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond
5678,Kobato.,https://myanimelist.net/anime/5678/Kobato
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,https://myanimelist.net/anime/36215/One_Piece__Episode_of_East_Blue_-_Luffy_to_4-nin_no_Nakama_no_Daibouken
2159,Ookiku Furikabutte,https://myanimelist.net/anime/2159/Ookiku_Furikabutte
2154,Tekkon Kinkreet,https://myanimelist.net/anime/2154/Tekkon_Kinkreet
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku
7338,Darker than Black: Kuro no Keiyakusha Gaiden,https://myanimelist.net/anime/7338/Darker_than_Black__Kuro_no_Keiyakusha_Gaiden
2924,ef: A Tale of Memories.,https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories
15,Eyeshield 21,https://myanimelist.net/anime/15/Eyeshield_21
268,Golden Boy,https://myanimelist.net/anime/268/Golden_Boy
29755,Haikyuu!! Movie 1: Owari to Hajimari,https://myanimelist.net/anime/29755/Haikyuu_Movie_1__Owari_to_Hajimari
2762,Igano Kabamaru,https://myanimelist.net/anime/2762/Igano_Kabamaru
1089,Macross: Do You Remember Love?,https://myanimelist.net/anime/1089/Macross__Do_You_Remember_Love
15689,Nekomonogatari: Kuro,https://myanimelist.net/anime/15689/Nekomonogatari__Kuro
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,https://myanimelist.net/anime/25161/One_Piece_3D2Y__Ace_no_shi_wo_Koete_Luffy_Nakama_Tono_Chikai
9926,Sekaiichi Hatsukoi,https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi
16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,https://myanimelist.net/anime/16395/SKET_Dance__Imouto_no_Nayami_ni_Nayamu_Ani_ni_Nayamu_Imouto_to_Sono_Nakama-tachi
995,Tennis no Ouji-sama: Zenkoku Taikai-hen,https://myanimelist.net/anime/995/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,https://myanimelist.net/anime/2752/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen_-_Semifinal
9941,Tiger & Bunny,https://myanimelist.net/anime/9941/Tiger___Bunny
4106,Trigun: Badlands Rumble,https://myanimelist.net/anime/4106/Trigun__Badlands_Rumble
11113,Usagi Drop Specials,https://myanimelist.net/anime/11113/Usagi_Drop_Specials
31098,Ushio to Tora (TV) 2nd Season,https://myanimelist.net/anime/31098/Ushio_to_Tora_TV_2nd_Season
